Codmun,ESPVIDA,FECTOT,MORT5,RAZDEP,SOBRE40,SOBRE60,T_ENV,E_ANOSESTUDO,T_ANALF11A14,T_ANALF15A17,T_ANALF15M,T_ANALF18A24,T_ANALF18M,T_ANALF25A29,T_ANALF25M,GINI,PIND,PINDCRI,PMPOB,PMPOBCRI,PPOB,PPOBCRI,RDPC,RIND,RMPOB,RPOB,THEIL,T_AGUA,T_BANAGUA,T_DENS,T_LIXO,T_LUZ,AGUA_ESGOTO,T_FUNDIN_TODOS,T_FUNDIN_TODOS_MMEIO,T_FUNDIN18MINF,T_M15A17CF,T_MULCHEFEFIF014,T_RMAXIDOSO,T_SLUZ,IDHM,IDHM_E,IDHM_L,IDHM_R,MORT1
292250,71.64,2.13,24.45,48.38,94.72,84.56,7.98,8.95,5.11,3.01,18.43,5.92,19.76,9.82,22.93,0.61,15.24,23.0,34.19,48.65,58.61,73.35,421.82,35.96,75.2,126.23,0.7,85.53,77.15,28.3,95.9,99.02,11.56,30.41,20.83,48.42,7.69,22.05,5.24,0.98,0.641,0.532,0.777,0.637,22.6
292260,70.72,2.57,27.24,53.63,94.14,83.06,6.23,6.83,7.58,7.94,26.29,7.74,28.11,13.74,33.56,0.52,26.77,35.01,48.88,64.36,73.99,86.94,218.32,29.84,63.59,108.82,0.45,68.17,63.15,34.31,92.74,85.58,10.37,51.91,42.29,68.14,10.98,30.78,5.53,14.42,0.547,0.404,0.762,0.531,25.3
292265,69.58,2.41,30.95,61.82,93.37,81.13,9.11,9.64,4.94,2.05,29.46,5.43,32.31,13.63,39.1,0.54,35.62,52.12,54.61,73.14,77.06,90.74,187.22,31.47,55.5,97.08,0.56,48.19,37.28,31.79,87.12,88.76,11.27,45.69,36.76,68.73,7.8,49.06,6.86,11.24,0.56,0.467,0.743,0.507,28.7
292270,72.35,2.39,22.41,59.78,95.15,85.69,10.61,7.12,7.51,3.85,31.43,7.48,33.85,14.1,38.58,0.46,17.4,27.74,36.62,55.61,67.0,83.62,251.9,33.39,70.33,128.63,0.39,65.8,78.61,19.45,99.57,89.51,6.15,61.88,45.0,74.78,20.86,25.49,7.41,10.49,0.545,0.37,0.789,0.554,20.8
292273,69.26,2.0,32.04,49.47,93.14,80.58,9.94,9.14,1.34,0.89,23.62,4.7,25.52,6.28,29.66,0.43,11.06,16.99,28.65,42.5,59.53,77.94,287.32,35.02,81.08,139.73,0.36,86.13,77.59,17.68,98.41,96.58,6.04,45.87,30.6,64.31,3.72,25.74,5.33,3.42,0.597,0.501,0.738,0.575,29.7
292275,67.86,2.62,37.11,51.85,92.11,78.08,7.15,8.12,3.46,3.17,29.01,6.01,31.4,14.19,37.4,0.56,8.09,13.14,31.18,49.66,61.06,81.49,378.1,41.28,87.52,138.06,0.55,76.51,64.14,27.9,92.15,95.55,17.23,54.72,36.57,66.37,16.75,11.16,4.59,4.45,0.57,0.419,0.714,0.62,34.4
292280,68.73,2.99,33.9,62.76,92.76,79.64,8.19,6.98,5.87,4.61,30.56,6.38,33.73,16.99,40.88,0.55,34.83,45.06,55.04,72.02,77.62,90.85,188.86,29.42,57.29,96.25,0.57,77.05,57.82,29.4,90.93,95.14,21.19,57.15,46.62,74.29,12.76,43.12,6.93,4.86,0.524,0.389,0.729,0.508,31.4
292285,68.36,2.74,35.23,54.2,92.49,79.0,8.78,7.51,5.3,3.06,27.15,6.7,29.33,12.32,35.21,0.5,26.18,36.89,46.88,66.14,70.03,89.2,222.33,29.59,65.01,107.08,0.48,77.55,60.47,37.24,98.19,90.93,15.75,43.8,33.61,66.45,8.5,32.98,5.95,9.07,0.567,0.471,0.723,0.534,32.7
292290,67.71,2.53,37.67,63.72,91.99,77.81,9.25,8.52,5.76,3.33,31.39,7.77,34.3,15.63,39.88,0.57,27.98,39.85,50.39,69.13,71.88,86.09,241.71,29.4,63.78,104.31,0.63,84.57,58.03,26.23,98.68,93.69,21.97,53.34,43.27,69.57,12.04,43.6,10.5,6.31,0.555,0.439,0.712,0.548,34.9
292300,71.77,2.78,24.06,57.0,94.8,84.78,6.25,9.38,3.2,1.82,19.02,2.55,20.76,5.81,25.18,0.61,11.89,18.21,26.17,39.54,53.0,70.25,476.79,33.19,72.77,134.93,0.7,93.68,73.6,32.3,87.99,96.86,16.94,36.52,25.08,48.94,14.94,36.2,3.69,3.14,0.654,0.546,0.78,0.657,22.3
292303,70.42,1.89,28.2,52.19,93.94,82.56,9.73,8.66,4.03,3.95,21.94,5.42,23.4,7.92,27.51,0.56,28.89,36.8,46.08,61.43,67.16,82.02,257.12,29.56,57.58,101.48,0.62,78.83,83.97,16.78,93.94,97.85,6.12,41.93,28.81,68.54,1.78,5.01,5.52,2.15,0.597,0.503,0.757,0.558,26.1
292305,71.15,2.01,25.91,51.77,94.42,83.78,6.59,7.26,5.54,4.46,23.28,5.55,24.97,9.2,30.18,0.51,28.82,37.58,51.25,64.39,78.47,88.26,194.56,29.68,63.57,109.57,0.49,71.38,72.33,28.07,86.94,89.53,13.74,45.12,35.86,67.05,6.79,27.04,5.34,10.47,0.554,0.43,0.769,0.513,24.0
292310,73.6,1.84,19.06,59.15,95.86,87.6,8.34,7.11,12.44,6.62,29.11,10.17,31.27,18.73,36.41,0.58,34.3,49.15,52.64,71.06,72.9,87.75,222.62,28.53,54.17,94.65,0.66,86.82,79.41,30.92,98.63,97.39,10.24,51.55,42.08,68.59,12.7,35.31,6.76,2.61,0.559,0.403,0.81,0.534,17.6
292320,69.81,2.13,30.18,62.78,93.53,81.53,11.1,8.7,6.18,3.97,22.08,4.29,24.03,7.68,28.31,0.56,32.29,43.4,47.07,62.06,75.27,89.54,220.72,25.07,50.58,104.78,0.64,86.26,71.32,21.71,98.56,85.52,10.56,51.75,41.19,71.41,8.63,23.42,7.9,14.48,0.554,0.427,0.747,0.533,28.0
292330,71.74,2.02,24.15,50.0,94.78,84.73,9.64,8.54,2.56,2.68,26.9,5.0,29.42,12.08,35.88,0.45,10.59,14.58,32.58,47.55,62.34,79.07,281.59,38.53,85.61,136.26,0.37,92.18,74.64,24.74,93.88,97.17,11.33,42.53,29.39,55.79,3.51,23.85,6.79,2.83,0.607,0.503,0.779,0.572,22.4
292335,67.03,2.76,40.3,57.74,91.46,76.58,6.05,7.87,5.41,3.4,27.85,7.18,30.28,15.01,36.01,0.52,23.18,29.01,44.6,58.54,72.25,85.19,239.93,36.88,69.04,116.42,0.47,68.87,60.35,28.04,90.3,97.46,17.41,50.75,40.74,66.3,8.75,24.41,4.65,2.54,0.56,0.459,0.701,0.547,37.4
292340,71.61,1.78,24.53,48.03,94.7,84.52,7.76,8.7,4.12,2.64,28.42,5.25,30.88,12.63,37.4,0.48,19.45,27.25,41.14,59.5,60.42,79.89,262.69,32.06,73.08,111.85,0.43,63.35,59.39,22.33,91.99,85.23,13.1,46.02,31.07,64.62,8.13,15.73,3.07,14.77,0.586,0.462,0.777,0.561,22.7
292350,71.91,2.3,23.66,62.04,94.89,85.0,9.14,9.12,3.92,3.71,17.81,3.54,19.05,6.56,22.36,0.58,17.24,26.41,38.11,57.0,62.05,79.66,350.79,33.02,72.38,120.49,0.62,87.79,82.04,23.57,96.02,90.89,8.98,34.09,26.14,53.67,11.46,41.21,6.14,9.11,0.643,0.56,0.782,0.608,21.9
292360,71.53,1.61,24.76,46.43,94.66,84.39,10.14,8.24,3.85,2.74,20.02,3.96,21.34,6.45,25.32,0.51,14.89,20.39,30.95,47.34,55.64,71.08,343.78,35.24,73.64,127.45,0.49,80.52,87.94,16.58,95.5,93.42,3.81,39.01,25.2,60.59,6.93,15.54,5.14,6.58,0.615,0.496,0.776,0.604,22.9
292370,71.46,2.57,24.98,59.25,94.61,84.28,8.05,8.87,8.28,3.84,24.28,5.56,26.67,9.77,32.67,0.55,30.09,38.63,51.6,64.76,77.49,87.68,201.79,25.67,58.62,103.7,0.58,66.04,59.02,24.57,83.8,94.09,5.49,36.99,30.33,63.93,6.51,17.88,8.48,5.91,0.59,0.51,0.774,0.519,23.1
292380,68.02,1.71,36.49,55.57,92.23,78.38,9.64,8.93,6.68,4.33,28.07,6.14,30.31,14.93,36.03,0.59,29.15,42.51,46.78,66.44,68.06,83.09,273.23,29.82,57.83,102.6,0.64,32.99,36.26,21.39,92.99,97.03,50.74,49.59,37.05,70.48,7.97,28.18,6.45,2.97,0.577,0.472,0.717,0.567,33.8
292390,68.6,3.03,34.38,66.31,92.66,79.41,8.05,7.73,9.49,3.69,28.19,6.79,30.67,10.12,36.44,0.56,22.52,33.41,41.5,58.75,64.94,80.39,296.08,30.64,66.69,113.32,0.61,75.06,57.31,38.35,99.48,95.06,9.94,45.51,32.85,62.12,12.97,24.71,7.05,4.94,0.583,0.47,0.727,0.58,31.9
292400,72.34,2.21,22.44,49.17,95.14,85.68,7.13,8.9,7.02,4.0,16.69,5.08,17.74,7.94,20.64,0.58,10.26,15.57,22.69,35.42,44.41,60.56,544.73,33.99,74.4,134.69,0.65,89.08,88.76,28.15,97.9,99.13,4.47,28.9,18.8,43.55,11.54,19.84,4.03,0.87,0.674,0.572,0.789,0.678,20.8
292405,71.74,2.3,24.15,56.75,94.78,84.73,9.92,8.92,3.04,2.74,24.36,3.86,26.5,7.77,31.47,0.46,17.43,27.76,35.54,51.93,63.14,84.13,257.45,34.84,70.64,123.88,0.4,58.09,52.09,21.77,99.24,92.52,19.13,47.43,32.94,67.94,3.91,22.8,6.06,7.48,0.587,0.465,0.779,0.558,22.4
292410,71.5,2.0,24.85,59.72,94.64,84.34,11.43,8.95,4.81,3.51,21.88,4.65,23.81,6.68,28.35,0.47,20.91,30.39,44.72,63.02,73.07,91.5,221.53,31.11,72.38,122.31,0.42,54.98,44.92,26.49,93.8,97.74,42.42,39.38,28.86,64.89,4.39,28.07,10.21,2.26,0.588,0.49,0.775,0.534,23.0
292420,71.68,2.21,24.35,58.73,94.74,84.62,5.36,7.11,19.41,11.38,40.96,17.11,44.24,28.1,52.25,0.51,33.42,44.33,56.17,72.21,81.55,91.43,167.65,31.93,60.08,100.63,0.48,32.19,20.61,42.35,81.03,69.65,34.51,57.69,49.13,74.42,5.92,38.21,3.86,30.35,0.513,0.354,0.778,0.489,22.6
292430,71.16,1.97,25.9,60.47,94.42,83.78,10.82,9.12,4.06,2.75,23.74,3.29,25.63,8.5,30.26,0.54,29.92,42.16,46.46,63.62,68.57,83.25,234.44,25.85,54.24,100.85,0.59,67.41,86.68,18.42,95.36,86.41,3.06,51.48,39.13,72.27,4.93,19.92,9.29,13.59,0.571,0.447,0.769,0.543,24.0
292440,69.19,3.1,32.29,64.49,93.09,80.45,7.3,6.34,16.45,9.87,30.09,10.77,32.39,18.43,38.38,0.6,40.9,48.14,55.56,66.64,76.67,87.47,195.98,27.79,47.42,88.63,0.7,44.41,36.85,30.9,86.98,69.15,12.13,61.27,51.01,74.84,11.03,27.74,5.86,30.85,0.506,0.343,0.737,0.514,29.9
292450,71.64,1.79,24.46,48.06,94.72,84.56,9.23,9.3,2.58,2.05,23.8,3.55,25.72,7.19,31.34,0.45,18.52,29.56,31.53,47.4,59.58,77.44,270.15,34.56,64.99,126.71,0.4,59.63,70.43,17.2,87.54,90.11,16.41,41.1,27.68,62.16,4.07,15.58,5.75,9.89,0.603,0.498,0.777,0.566,22.7
292460,70.4,2.62,28.27,55.62,93.92,82.52,7.41,8.32,5.76,3.55,24.68,6.43,26.67,12.08,31.28,0.5,27.54,38.53,46.36,61.79,72.26,86.21,212.52,32.57,62.18,111.14,0.46,73.51,69.85,30.69,94.4,97.1,12.21,40.06,30.89,64.11,5.34,25.46,4.8,2.9,0.577,0.482,0.757,0.527,26.2
292465,70.92,2.03,26.63,55.32,94.27,83.39,9.8,10.34,2.12,3.27,24.03,3.03,25.94,7.05,31.25,0.46,17.55,26.08,34.7,49.34,57.52,75.02,281.74,31.24,70.34,120.68,0.42,61.06,57.57,29.34,99.56,85.38,18.68,40.63,24.6,62.3,11.13,33.29,4.68,14.62,0.612,0.525,0.765,0.572,24.7
292467,70.72,2.73,27.24,55.81,94.14,83.06,5.7,6.08,13.03,6.91,26.18,9.03,28.16,14.15,33.76,0.49,20.16,31.22,42.52,63.99,67.07,84.94,238.62,29.49,70.09,112.92,0.43,75.92,43.96,45.24,97.11,85.06,28.38,59.64,46.26,72.23,21.41,41.03,5.62,14.94,0.533,0.363,0.762,0.546,25.3
292470,71.1,1.73,26.07,46.88,94.38,83.69,10.57,7.3,3.03,1.78,25.41,3.19,27.11,5.23,32.14,0.49,21.83,30.63,41.13,59.06,67.78,83.15,241.1,29.86,66.09,117.53,0.41,66.44,67.35,18.86,100.0,92.17,21.19,42.83,33.02,68.66,3.2,18.32,8.59,7.83,0.575,0.453,0.768,0.547,24.2
292480,70.61,2.46,27.59,59.22,94.06,82.88,9.34,8.36,3.8,3.28,21.63,3.67,23.25,7.78,27.27,0.52,19.38,27.15,42.43,54.62,68.21,82.94,271.4,39.59,76.06,120.91,0.49,83.53,75.62,28.87,96.77,94.62,11.59,52.98,39.54,67.92,14.58,32.57,5.05,5.38,0.578,0.449,0.76,0.566,25.6
292490,67.45,2.14,38.68,51.34,91.79,77.34,8.95,9.06,4.93,3.56,32.24,5.58,34.76,10.44,42.25,0.56,21.89,33.41,42.02,58.94,68.36,85.22,282.33,35.62,71.1,119.6,0.59,36.97,33.27,22.74,87.5,92.96,57.28,46.2,32.07,70.76,11.45,27.4,4.88,7.04,0.572,0.462,0.708,0.573,35.9
292500,69.25,2.3,32.1,57.03,93.13,80.55,9.22,8.01,5.83,3.29,29.46,5.05,31.84,12.1,38.02,0.45,16.4,23.76,37.1,54.62,65.54,84.41,256.26,35.8,75.13,128.93,0.39,73.27,62.76,22.77,96.05,94.34,17.7,50.97,37.28,67.62,10.9,22.91,5.61,5.66,0.56,0.428,0.738,0.557,29.8
292510,72.85,2.33,21.04,60.44,95.44,86.47,9.87,8.81,6.51,3.81,26.93,5.35,29.03,11.03,34.23,0.54,18.66,26.29,38.45,54.91,65.88,82.62,300.74,35.24,71.84,125.85,0.55,83.7,72.14,21.03,99.06,97.19,8.39,47.2,35.17,64.78,11.16,33.78,7.22,2.81,0.604,0.474,0.798,0.583,19.5
292520,74.14,2.03,17.7,42.72,96.15,88.4,5.12,8.64,1.91,0.86,9.32,1.58,10.0,1.99,12.08,0.5,8.95,14.38,21.62,32.46,45.37,61.45,443.8,32.79,77.96,143.95,0.48,91.49,87.2,27.41,99.37,98.99,5.93,27.9,18.05,38.84,3.56,21.12,2.22,1.01,0.666,0.559,0.819,0.645,16.4
292525,70.7,2.24,27.32,60.34,94.12,83.02,8.51,9.33,5.81,4.59,25.44,6.85,27.64,10.79,33.06,0.49,22.85,34.16,42.69,60.32,71.76,85.5,229.61,29.61,66.62,118.89,0.48,81.36,62.48,27.89,98.71,96.99,13.27,47.81,35.03,64.8,12.53,31.46,7.51,3.01,0.58,0.475,0.762,0.539,25.3
292530,73.05,2.61,20.49,51.82,95.56,86.78,3.48,8.75,4.27,2.44,11.98,2.66,12.85,4.72,15.43,0.56,7.33,11.91,19.78,31.42,45.99,63.34,527.04,34.76,82.58,148.68,0.57,87.28,81.92,39.16,97.3,98.21,7.76,31.31,20.46,38.62,11.85,27.28,2.16,1.79,0.676,0.572,0.801,0.673,19.0
292540,70.23,2.66,28.82,56.06,93.81,82.23,8.3,9.78,3.92,1.87,22.35,3.8,24.38,7.69,29.91,0.49,9.84,17.07,27.83,41.78,60.84,77.19,323.92,41.68,86.07,145.26,0.43,89.53,84.33,30.42,98.77,98.17,3.93,35.74,22.85,54.32,11.03,24.36,6.04,1.83,0.625,0.545,0.754,0.595,26.7
292550,72.03,2.96,23.31,59.49,94.96,85.19,6.13,8.53,4.3,3.16,19.9,4.1,21.68,8.83,25.78,0.55,14.47,20.07,29.81,42.23,56.17,70.61,369.96,26.98,66.61,128.72,0.56,84.71,71.84,35.6,97.95,92.25,14.3,42.36,29.56,52.65,15.97,35.37,3.44,7.75,0.621,0.497,0.784,0.616,21.6
292560,68.77,2.31,33.78,51.67,92.79,79.71,8.42,9.1,2.56,1.85,15.42,4.03,16.58,5.99,19.23,0.53,18.85,25.2,41.11,56.71,68.1,82.42,280.86,37.55,75.6,123.38,0.52,96.07,81.32,21.92,99.33,98.94,7.19,35.67,24.36,62.59,16.39,21.38,4.66,1.06,0.614,0.553,0.73,0.572,31.3
292570,71.29,1.73,25.49,55.13,94.5,84.0,11.03,7.16,4.36,2.61,34.02,4.47,36.85,11.34,43.69,0.53,30.34,42.43,49.92,67.91,72.07,88.35,220.1,33.11,60.09,102.55,0.55,42.04,47.58,16.18,97.06,78.35,22.17,58.9,42.29,79.25,2.52,25.4,8.13,21.65,0.542,0.386,0.772,0.533,23.6
292575,68.63,2.63,34.25,55.37,92.69,79.47,5.95,7.67,4.33,4.24,29.15,6.77,31.65,13.57,39.03,0.55,20.75,30.55,42.47,57.61,69.14,83.11,270.35,32.82,68.6,114.66,0.55,80.27,62.73,33.31,86.86,93.03,11.8,49.54,40.13,63.56,13.33,34.5,5.73,6.97,0.559,0.424,0.727,0.566,31.8
292580,70.84,2.4,26.88,60.34,94.21,83.25,9.76,9.23,5.44,3.16,23.61,5.83,25.7,9.15,29.91,0.51,22.8,33.67,43.24,64.09,69.22,84.76,245.7,34.17,68.01,114.51,0.5,63.13,51.41,26.01,93.25,88.75,17.47,42.85,32.26,64.11,2.37,23.83,6.15,11.25,0.592,0.493,0.764,0.55,24.9
292590,66.36,2.57,43.02,60.65,90.91,75.34,9.12,8.8,5.67,2.66,34.47,4.66,37.73,15.47,45.61,0.58,33.8,45.84,50.84,67.06,74.91,87.55,228.71,32.04,56.54,103.15,0.66,58.12,45.27,31.28,97.36,84.33,14.8,50.66,40.41,72.13,12.66,51.22,6.39,15.67,0.544,0.434,0.689,0.539,39.9
292593,70.19,2.77,28.95,55.67,93.78,82.16,9.78,8.9,4.01,3.4,30.83,6.08,33.33,11.97,39.25,0.49,23.09,34.94,44.39,65.35,68.09,86.4,241.1,36.72,69.01,116.07,0.47,74.11,60.36,14.47,99.01,93.6,21.15,49.92,35.78,71.47,5.45,32.98,5.95,6.4,0.578,0.469,0.753,0.547,26.8
292595,71.06,2.13,26.2,62.22,94.36,83.62,9.93,7.71,5.84,3.84,29.78,5.54,32.56,13.71,38.82,0.5,25.44,35.24,45.52,62.85,70.55,86.64,226.94,30.84,64.11,112.01,0.49,58.66,41.82,24.17,95.35,93.96,31.17,52.81,38.42,72.4,4.08,29.09,8.25,6.04,0.564,0.435,0.768,0.538,24.3
292600,70.41,2.3,28.23,56.17,93.93,82.54,7.95,7.4,9.6,4.94,27.45,9.57,29.47,14.8,34.02,0.54,25.6,34.29,42.6,56.46,64.7,78.51,275.22,32.93,61.37,107.64,0.57,65.62,57.0,31.02,94.22,85.09,7.99,50.49,38.55,64.75,12.18,26.05,4.88,14.91,0.579,0.451,0.757,0.569,26.2
292610,71.36,1.61,25.29,51.01,94.55,84.11,8.73,10.23,4.49,2.44,19.21,2.15,20.44,4.55,24.52,0.46,11.39,18.68,31.79,49.47,63.18,83.57,293.01,41.05,80.56,139.35,0.39,68.95,51.05,18.36,96.78,99.17,33.84,34.86,23.44,55.61,5.13,21.76,3.74,0.83,0.636,0.574,0.773,0.579,23.4
292620,71.73,2.51,24.2,55.65,94.77,84.7,7.75,7.74,6.57,4.49,30.16,7.17,32.89,13.87,39.49,0.53,30.92,35.32,47.3,58.13,71.93,84.35,212.09,23.95,52.42,102.2,0.52,65.69,63.39,28.97,91.78,88.75,12.23,44.2,33.89,68.27,4.93,27.04,7.35,11.25,0.578,0.471,0.779,0.527,22.4
292630,70.29,1.77,28.62,50.13,93.85,82.33,9.62,9.04,3.15,3.09,17.98,2.96,19.2,6.17,22.72,0.47,12.44,18.31,28.11,41.54,59.12,74.14,311.47,35.87,75.85,139.12,0.41,79.94,78.64,18.79,97.66,94.68,10.22,33.47,21.0,55.87,6.43,13.81,6.44,5.32,0.628,0.559,0.755,0.588,26.5
292640,70.82,1.88,26.94,52.22,94.2,83.22,8.81,9.2,3.53,3.09,27.54,4.09,29.83,9.35,36.14,0.56,24.42,36.35,43.0,60.99,67.22,84.65,281.05,33.04,64.84,113.38,0.59,69.93,62.11,22.3,98.33,91.75,10.93,35.57,26.39,61.74,4.58,14.75,5.29,8.25,0.615,0.532,0.764,0.572,25.0
292650,66.66,2.54,41.77,63.14,91.16,75.9,8.92,8.15,9.43,6.76,35.59,10.12,38.91,19.58,46.36,0.53,33.96,47.24,55.7,73.33,79.5,92.24,183.12,30.05,59.57,101.29,0.54,82.33,56.02,28.89,95.68,92.96,21.75,56.37,46.34,76.71,5.89,43.55,7.76,7.04,0.512,0.384,0.694,0.503,38.8
292660,67.25,2.03,39.45,55.47,91.63,76.98,8.43,8.44,6.3,4.69,26.34,5.73,28.29,12.39,33.72,0.54,16.88,26.57,34.79,51.95,60.05,77.92,332.86,33.69,69.97,122.91,0.56,90.88,82.39,28.1,94.51,98.41,5.3,41.36,29.52,60.38,5.94,31.08,5.44,1.59,0.601,0.515,0.704,0.599,36.6
292665,70.54,2.62,27.8,58.23,94.02,82.76,7.15,7.36,8.13,3.59,30.96,7.2,33.89,12.59,40.28,0.46,10.66,15.06,34.6,47.83,63.84,80.36,271.68,36.3,84.7,133.07,0.38,72.53,76.91,25.49,96.6,86.2,9.26,58.59,41.61,70.77,10.52,32.4,2.71,13.8,0.54,0.366,0.759,0.566,25.8
292670,71.01,1.61,26.35,48.05,94.32,83.54,12.02,8.79,1.6,1.86,20.04,3.64,21.48,5.68,24.94,0.48,16.88,28.3,32.97,48.75,60.8,78.0,294.83,35.67,72.36,131.9,0.45,74.33,90.29,13.12,98.27,98.39,3.97,42.71,28.55,63.7,1.51,15.35,6.69,1.61,0.605,0.498,0.767,0.58,24.4
292680,69.38,1.73,31.65,50.8,93.22,80.78,9.38,8.2,2.84,2.21,28.44,4.76,30.87,10.41,37.17,0.49,23.62,34.72,39.43,53.62,65.06,80.73,252.98,33.09,62.34,115.94,0.47,63.56,64.73,17.86,91.04,92.65,19.14,46.49,32.74,68.76,3.41,14.82,4.69,7.35,0.576,0.465,0.74,0.555,29.3
292690,71.0,1.61,26.38,49.99,94.32,83.52,11.11,8.08,6.57,2.3,27.34,5.2,29.65,11.88,35.31,0.48,19.86,29.83,36.17,52.7,60.85,80.22,274.58,33.21,66.26,118.15,0.47,70.82,78.8,19.14,95.87,90.15,10.33,43.72,28.21,67.14,4.07,12.69,5.47,9.85,0.594,0.481,0.767,0.568,24.4
292700,68.74,2.19,33.86,56.56,92.77,79.67,7.05,9.17,3.78,3.87,24.43,6.54,26.69,14.39,31.63,0.53,20.48,27.9,41.6,57.06,67.97,82.36,274.86,37.19,70.86,117.58,0.53,87.14,70.91,29.88,89.15,99.06,18.34,49.82,39.03,65.41,6.68,33.75,5.55,0.94,0.572,0.452,0.729,0.568,31.4
292710,72.41,2.18,22.23,59.17,95.19,85.79,6.65,8.61,11.65,5.63,22.16,8.2,23.78,11.76,27.94,0.53,19.94,27.6,43.13,58.41,68.8,83.2,271.59,34.39,73.09,119.17,0.53,94.99,89.47,33.93,91.6,98.8,2.24,32.08,25.47,52.04,11.05,33.67,5.94,1.2,0.632,0.564,0.79,0.566,20.6
292720,71.18,2.36,25.83,60.63,94.43,83.81,9.59,8.52,5.72,3.8,22.69,6.3,24.46,10.53,28.59,0.55,20.18,28.8,39.83,58.93,63.89,80.92,301.42,33.39,68.72,116.15,0.58,76.25,66.57,28.48,96.76,92.34,14.14,43.74,31.94,61.46,9.66,18.67,7.53,7.66,0.61,0.505,0.77,0.583,23.9
292730,68.74,1.96,33.87,51.12,92.77,79.66,7.01,8.79,5.21,2.5,12.04,4.0,12.93,6.1,15.09,0.54,21.21,29.35,41.93,53.99,67.3,81.04,286.45,42.77,73.19,119.13,0.55,95.67,93.38,31.35,98.05,99.13,4.55,27.51,20.26,39.11,9.22,31.56,6.29,0.87,0.617,0.561,0.729,0.575,31.4
292740,75.1,1.53,12.03,36.61,96.68,89.89,6.14,9.16,2.6,1.66,3.97,1.32,4.12,1.57,4.69,0.63,3.97,7.32,11.35,20.47,30.24,47.25,973.0,36.8,85.1,159.19,0.74,99.18,95.09,27.16,96.55,99.85,0.69,15.32,8.31,22.51,5.03,13.34,1.82,0.15,0.759,0.679,0.835,0.772,14.92
292750,71.5,2.06,24.85,58.76,94.64,84.34,9.25,7.94,6.06,4.43,22.23,6.1,23.74,9.21,27.54,0.52,21.75,28.62,43.86,59.18,71.69,83.04,251.87,30.22,71.16,120.87,0.5,69.5,57.2,28.88,91.57,97.53,18.91,41.12,31.54,65.96,2.3,30.97,9.12,2.47,0.583,0.462,0.775,0.554,23.0
292760,67.58,2.64,38.16,61.62,91.89,77.58,8.45,8.72,8.61,6.56,34.08,7.46,37.06,19.8,45.01,0.55,30.29,42.42,51.75,68.06,73.42,86.57,220.77,31.87,61.39,101.61,0.59,53.14,49.35,33.13,98.14,85.41,23.64,51.25,39.61,70.37,4.94,32.84,6.66,14.59,0.546,0.431,0.71,0.533,35.4
292770,72.03,2.96,23.32,56.86,94.96,85.19,4.83,9.13,3.88,1.78,15.81,3.43,17.2,6.79,20.61,0.58,16.19,21.36,35.33,46.99,57.67,71.41,388.28,37.23,72.89,122.74,0.62,84.56,74.09,40.31,93.52,93.36,11.19,35.36,26.8,47.97,11.81,37.74,3.37,6.64,0.654,0.571,0.784,0.624,21.6
292780,72.17,2.1,22.91,50.23,95.05,85.42,8.83,7.39,6.43,3.24,24.61,6.55,26.16,7.63,31.21,0.54,19.3,25.81,40.13,53.52,67.37,80.51,282.42,23.12,66.4,121.86,0.52,84.5,80.49,35.16,98.54,97.18,10.3,41.12,32.5,55.77,13.93,31.6,10.43,2.82,0.61,0.504,0.786,0.573,21.2
